Id,Threshold,Type
0,0.6490230032206066,1
1,0.8631292308277273,0
2,0.5567191849804742,1
3,0.9687846100931404,0
4,0.09988852542015225,1
5,0.7069000612694264,0
6,0.6084944367673556,1
7,0.4617184670374135,0
8,0.7402105226705414,0
9,0.8637353289782503,0
10,0.3693692786368664,1
11,0.45840955549909945,1
12,0.9919936501223571,1
13,0.9207621144644469,0
14,0.9061062745025289,1
15,0.99168340254837,0
16,0.6240747839156895,1
17,0.8234013238524106,0
18,0.15405969885257043,0
19,0.0674292997946283,0
20,0.3272978449208658,0
21,0.94339422326995,1
22,0.4610921080013949,1
23,0.04524154635252031,0
24,0.15527968105304069,0
25,0.15664993988746123,0
26,0.8350211248094039,0
27,0.6921023475649943,1
28,0.24064917175272005,1
29,0.1150144873316784,1
30,0.30353553781840703,0
31,0.281146385770236,1
32,0.8731418396689461,1
33,0.4555474402945694,0
34,0.04723329013017796,1
35,0.835615349396202,0
36,0.06897452095278023,1
37,0.14034390539746888,0
38,0.5959537002496524,0
39,0.20827857851417098,1
40,0.3646942919463191,0
41,0.7581276148410236,0
42,0.215035635957598,0
43,0.39603508034582235,1
44,0.7685604789890339,1
45,0.16611273046101915,0
46,0.3521330768961447,1
47,0.28327709996312234,1
48,0.15610415153327895,0
49,0.5408664428193454,1
50,0.9307369594880603,0
51,0.11504937987695463,0
52,0.646753943544063,1
53,0.5451867820570003,1
54,0.8107813455433879,1
55,0.5613700563877255,0
56,0.7738963715140049,1
57,0.9668500128522614,0
58,0.9505559890408883,1
59,0.2655007167124287,1
60,0.6852135053991443,0
61,0.7318368369026615,0
62,0.7001970294090291,0
63,0.486271944251465,0
64,0.559215524666208,1
65,0.8145690082070537,1
66,0.5131263886293931,0
67,0.8740750832839473,0
68,0.8170536420943483,1
69,0.3448104853873952,0
70,0.14194301447627633,0
71,0.48922530565708555,0
72,0.5799883446871376,1
73,0.8376091379052653,1
74,0.9993326331481525,1
75,0.9596609990380465,0
76,0.465734964716211,0
77,0.8436395835247265,0
78,0.9533649075464329,1
79,0.7934871543264753,1
80,0.6447338178718517,1
81,0.552275443830536,1
82,0.07698374384291695,1
83,0.6585338653300741,0
84,0.3509686377653043,1
85,0.13416558271558765,1
86,0.3549096813900253,0
87,0.06683496782628784,0
88,0.5562851418762613,1
89,0.4724392081276486,1
90,0.718142069157385,0
91,0.31096533931569903,1
92,0.6279020337195015,1
93,0.20253726111673753,0
94,0.4518202676364562,1
95,0.42996282491021875,1
96,0.20231489157794136,1
97,0.3050986383833594,1
98,0.06927849795611152,0
99,0.4727426348543331,0
100,0.6747672748975307,1
101,0.9889947970197241,1
102,0.07858947481093725,0
103,0.6578419267018286,0
104,0.6850929047507683,0
105,0.07260227817374576,0
106,0.277760968458865,0
107,0.020596496741808412,0
108,0.3171679147756916,1
109,0.3761021354580283,0
110,0.9230972235663979,1
111,0.18027159533180193,0
112,0.43641197767064965,0
113,0.8023869775177359,0
114,0.46186465896511053,1
115,0.10224612130893762,1
116,0.5953696347167025,1
117,0.6318983070007148,1
118,0.2704587871286217,1
119,0.6997262584743653,1
120,0.5114861426884174,0
121,0.24057441746614505,0
122,0.9688459421283667,1
123,0.5034351235698047,1
124,0.2895220573517461,1
125,0.8498406328706096,1
126,0.08975314059123674,0
127,0.9689315598605327,0
128,0.5499231952092152,0
129,0.7313266177644165,0
130,0.04507020826698305,0
