Id,Threshold,Type
0,0.9235171309742346,0
1,0.6677712788170024,1
2,0.1980621368705835,1
3,0.2621971226081026,1
4,0.2880775703669278,1
5,0.757000400390575,1
6,0.22685201907481134,0
7,0.7609611176677176,0
8,0.8474436468207073,1
9,0.9732027587404796,1
10,0.7250724854779752,0
11,0.8252371026088036,1
12,0.6492204262189887,0
13,0.8513783013293292,1
14,0.10928600375331621,1
15,0.8384602668159625,0
16,0.20986317061070914,1
17,0.037373854578650834,0
18,0.9315971581132952,0
19,0.0036501772142959465,0
20,0.5028386312912104,0
21,0.1622081971133924,1
22,0.890130955884023,0
23,0.40524675204481386,1
24,0.9044791410087801,1
25,0.16373826747052678,0
26,0.6439243129391248,0
27,0.4597541375164209,0
28,0.9962862042744026,1
29,0.4573538387658206,0
30,0.7094201895300302,1
31,0.36977154585612004,0
32,0.33784068976385095,0
33,0.5892437820602645,0
34,0.7815323517405484,0
35,0.8738628213021824,1
36,0.7148556482065287,0
37,0.5603732404001364,0
38,0.04614628573615753,0
39,0.6983469822419328,1
40,0.2953870683886234,1
41,0.035120796920170116,0
42,0.6966662778009851,0
43,0.811771826571686,1
44,0.3097102406309178,1
45,0.2766352565429927,0
46,0.2881216228643152,1
47,0.47263829856079564,1
48,0.9700793403554632,1
49,0.4446482213025439,0
50,0.18776932465289098,0
51,0.6825838887393976,0
52,0.40969154144503617,0
53,0.8108170773173186,0
54,0.48221325384093183,0
55,0.3032989487084168,1
56,0.9249571181807579,1
57,0.2243050934066826,1
58,0.610696436971561,0
59,0.5078645157637136,0
60,0.7817140604471238,0
61,0.6336183250293935,1
62,0.02402039858306626,0
63,0.525068812004412,1
64,0.8583382051373891,1
65,0.8329135197871284,1
66,0.5015664678953955,0
67,0.598232961739035,0
68,0.38586153626246955,0
69,0.008181485609279004,0
70,0.5152652342413929,1
71,0.20995051966076694,1
72,0.4072315832986907,0
73,0.06355498493655631,1
74,0.6492443131693205,1
75,0.28026519467888733,0
76,0.6650279232342421,0
77,0.290753921797673,0
78,0.7914397409223188,0
79,0.8804437096485007,0
80,0.8525312613949699,0
81,0.49792427121067584,1
82,0.8983032303494811,0
83,0.4807414449720421,1
84,0.6043300742540767,0
85,0.8956916349884798,1
86,0.05573833627316982,1
87,0.1958819238334666,0
88,0.7734127051673104,1
89,0.41201584379742695,1
90,0.7311431048592496,1
91,0.4741372158484154,1
92,0.579999753334308,0
93,0.9988485611741647,0
94,0.5463416767351865,0
95,0.06495767940315866,0
96,0.49048513118066417,1
97,0.10596098833681067,0
98,0.3882167287636489,0
99,0.9291563085586161,0
100,0.3685365864426301,1
101,0.5847979148449064,0
102,0.24768063528700757,1
103,0.5244174870315351,0
104,0.7270650547366387,0
105,0.5190225805829526,1
106,0.17861857093887734,1
107,0.35988020213253114,1
108,0.278185704629638,0
109,0.14166264109851356,1
110,0.7290714065791057,0
111,0.39019856213678217,1
112,0.26361227786061225,1
113,0.06656118021930257,1
114,0.7230416510105501,1
115,0.8328219164925114,0
116,0.680808897232347,1
117,0.799977349053547,1
118,0.6533453811641284,0
119,0.3429527251532073,1
120,0.4141320224773978,0
121,0.26983054908305004,1
122,0.13080143251270593,1
123,0.6064773915255993,0
124,0.2728963598872186,1
125,0.17918750970082709,1
126,0.02863499311145501,0
127,0.7287509618810403,0
128,0.7388794575904835,0
129,0.9703330525994267,0
130,0.4288944819958712,1
131,0.29601489923395297,0
132,0.3301261536897083,0
133,0.14550377608705733,1
134,0.5928768726623009,1
135,0.8681225751370482,1
136,0.08652901313190242,1
137,0.22014748001206985,0
138,0.9502701249547711,1
139,0.8037720118127486,1
140,0.8324902411251998,1
141,0.4019982165487138,1
142,0.7059618974856806,1
143,0.9986967478132056,0
144,0.21062228837153307,0
145,0.8652951808251438,1
146,0.9454969275165158,1
147,0.47210648399160193,0
148,0.7836586652059795,1
149,0.9840100561316316,0
150,0.785949530086004,0
151,0.8353612142210333,1
152,0.4364061270382785,1
153,0.18249745839456333,0
154,0.12259001119060353,1
155,0.41033023354595255,0
156,0.028683442150431726,1
157,0.21507817474003632,1
158,0.1614276478279224,1
159,0.9790990056430767,0
160,0.39219773236752553,0
161,0.8840327166123518,0
162,0.7507055699564843,1
163,0.5590637574248791,1
164,0.3985041600109579,1
165,0.09056378627452388,1
166,0.2349759470723124,1
167,0.3767796740673631,1
168,0.26198074664543647,0
169,0.6273358173069118,0
170,0.035348158461645296,0
171,0.19440967291593048,1
172,0.6478830627537107,0
173,0.6704687285109935,1
174,0.8070299968212292,1
175,0.6026557361139213,1
176,0.6020088034491973,0
177,0.7444452989462299,1
178,0.8740697417041524,1
179,0.5216424052625254,1
180,0.6170598133166727,1
181,0.9570408676736527,0
182,0.9697437657056301,1
183,0.4493509962282265,0
184,0.4612735771183356,1
185,0.1989064760048579,0
186,0.2774893939794665,0
187,0.7666266894046532,0
188,0.2594683719445837,0
189,0.25880470471611294,1
190,0.09394099568269398,1
191,0.6387737827824524,1
192,0.4514196366308778,1
193,0.6303341215836906,0
194,0.5207525997194771,0
195,0.887277154680526,0
196,0.18350916367247638,1
197,0.5639094224264105,1
198,0.4453169613435447,0
199,0.5061113361278194,0
200,0.17642452197612735,1
201,0.035542671482259536,0
202,0.30061330459550883,0
203,0.958997441438384,0
204,0.3847760317630482,1
205,0.388187171493827,0
206,0.8446570062004819,0
207,0.6574855161388704,0
208,0.381875025216479,0
209,0.5605861220085254,1
210,0.5501010139905345,0
211,0.12471814693827776,1
212,0.9852823110707818,1
213,0.32420539309410223,0
214,0.2676127437083804,0
215,0.20300201327748224,1
216,0.9953695576072493,1
217,0.5880163698486345,1
218,0.03199751037196308,0
219,0.6733952406178392,1
220,0.04950486455644876,0
221,0.9139211236870995,1
222,0.28988931342479296,1
223,0.947363779906926,0
224,0.07659432509060082,1
225,0.5474320994706708,1
226,0.9411751498825827,1
227,0.3449357468470382,1
228,0.5647304160441585,1
229,0.14994312683538302,1
230,0.3689427763907386,1
231,0.8327462510597631,0
232,0.14296877248578854,0
233,0.5621513727573709,1
234,0.8788890593321841,1
235,0.9004975139567492,0
236,0.5397344071199136,1
237,0.8765890080623074,0
238,0.9817718170482091,0
239,0.3581725490243227,1
240,0.6776257599297782,0
241,0.8994226490348761,1
242,0.8083128540679452,1
243,0.2736210546171912,0
244,0.25349512389040973,1
245,0.7187739540040535,1
246,0.08119791175234004,0
247,0.3223025077004624,0
248,0.603435707872725,1
249,0.224381608515544,1
250,0.1823882411898159,0
251,0.13422628332450703,0
252,0.5045169087338477,1
253,0.7024521606227525,1
254,0.6851168112958563,0
255,0.6909853879846775,0
256,0.04346503141138314,0
257,0.07908827154156328,1
258,0.5789780803197638,1
259,0.8737243973054244,0
260,0.3886882581389347,1
261,0.20818878929634643,0
262,0.944118598376053,1
263,0.12150535156548992,1
264,0.8271034089349443,0
265,0.5657445363055902,0
266,0.5291366381250907,1
267,0.09250725565621021,1
268,0.2897365842441829,0
269,0.14127755524259034,0
270,0.45739718731736523,1
271,0.4061774890349795,1
272,0.892097551284322,1
273,0.2947246729901939,0
274,0.2483622513234588,1
275,0.14364253218199896,1
276,0.03103280841420819,1
277,0.28724472683273083,1
278,0.7969257104353864,1
279,0.8801826760171264,0
280,0.2081091873313885,0
281,0.5970625568535861,1
282,0.7333558389968978,0
283,0.5845898181287025,0
284,0.578077441929612,1
285,0.1796317038740829,0
286,0.12070508407487424,1
287,0.2665122048458817,0
288,0.5264805161142873,1
289,0.04833406398466722,1
290,0.7771418828608889,0
291,0.5001547877917462,1
292,0.0018816004197149683,1
293,0.20882705849600436,0
294,0.7577015337983874,1
295,0.3043723759786028,0
296,0.4241191584052231,1
297,0.4557559617460525,1
298,0.7384320470650942,1
299,0.8154745947908069,1
300,0.5669435147350251,1
301,0.579862106943715,1
