Id,Type,Threshold
0,0,0.7720573900213175
1,0,0.3079589185911281
2,1,0.3507832442364651
3,0,0.9275873618935485
4,1,0.14687487174224667
5,1,0.3270075872644481
6,1,0.5339040188749636
7,1,0.808209299609218
8,1,0.7723184258237791
9,1,0.5467877519530366
10,1,0.039940275138286574
11,0,0.2813532283036597
12,1,0.6016770993033451
13,1,0.8815208371659506
14,1,0.43041602293314163
15,1,0.7859441673439712
16,1,0.10015175389625075
17,0,0.43750433957904844
18,0,0.9082875099568867
19,0,0.5716776344983601
20,1,0.7129114236710322
21,0,0.11747968062677439
22,0,0.3462188237830768
23,0,0.2968473067075532
24,1,0.7714032972379169
25,0,0.47126494472777747
26,1,0.49694334012246755
27,0,0.2254017231380181
28,0,0.9146685116482334
29,0,0.24900047999694697
30,1,0.10297154439789558
31,1,0.14375148650445468
32,1,0.9275716459065202
33,0,0.777930441958726
34,0,0.19289658064237458
35,1,0.7864609722463496
36,0,0.02492543860786811
37,1,0.4471809083240631
38,0,0.5736970668815967
39,1,0.24921531140941933
40,1,0.12645634991234966
41,1,0.9262491623085363
42,1,0.15351436383161643
43,1,0.7611463087779914
44,1,0.4690887223357024
45,1,0.3831615358596654
46,0,0.11139057883222137
47,0,0.7032050417077451
48,1,0.1720471651490948
49,0,0.8020766796786003
50,1,0.30823389676441937
51,0,0.28567620887822887
52,1,0.48801394335419535
53,0,0.3689786904714202
54,1,0.46715229032166317
55,1,0.5741308535421232
56,0,0.33883116531989
57,1,0.4540298795218398
58,0,0.8005784319671863
59,1,0.9515622132067637
60,1,0.3955296197655018
61,1,0.06753294560258882
62,1,0.679685295855941
63,0,0.5192771811239403
64,1,0.8501714430270644
65,1,0.05081400615341469
66,0,0.7676410440393218
67,1,0.437426604059555
68,0,0.5548327162652645
69,1,0.7004222831897127
70,1,0.1638678602678969
71,1,0.6910419373147502
72,1,0.533260366119531
73,1,0.3411880375845945
74,1,0.011224568115365763
75,1,0.4310375512951833
76,1,0.9519427400728532
77,0,0.8955222127694739
78,0,0.5307614682318469
79,1,0.6637327462990619
80,1,0.1794345744330368
81,1,0.7326226523469983
82,0,0.7863177818384189
83,0,0.20847425458651514
84,0,0.787086216776802
85,1,0.3802013557736744
86,0,0.44173728753071506
87,1,0.5717827467868113
88,0,0.054084928856544257
89,0,0.5380235295107915
90,1,0.1775495259543567
91,1,0.4116001009771195
92,0,0.4609150292830133
93,0,0.23951127293483154
94,0,0.4754711848596964
95,1,0.860118493886625
96,1,0.02538990126499885
97,0,0.4284276302566754
98,1,0.3927362810946863
99,1,0.581193687803519
100,1,0.7308120582487554
101,0,0.32465111875149555
102,1,0.9582420048009844
103,1,0.6009137228575346
104,0,0.4957209741457774
105,1,0.28555966576182157
106,0,0.1439953717850736
107,0,0.7466212903918098
108,0,0.5469538809593877
109,0,0.7553249452681344
110,1,0.911143296162633
111,1,0.8064222715959853
112,0,0.585926974389949
113,1,0.8073793228849977
114,0,0.19553230863124693
115,0,0.8652184141671028
116,0,0.6117526807114649
117,0,0.7051058102800258
118,1,0.01656430102525641
119,1,0.35780783594839627
120,0,0.18411510526097974
121,0,0.007319351888652514
122,1,0.058239629596065434
123,1,0.9650871075272068
124,1,0.2128051651256675
125,0,0.29857379601606493
126,0,0.3446141419876986
127,0,0.3147802034258691
128,1,0.5428895355563267
129,0,0.31637926490953194
130,1,0.43886227139305856
131,0,0.2993849411611098
132,1,0.7463925024521193
133,1,0.038395419119228724
134,1,0.2733226710032063
135,1,0.41699307582491196
136,0,0.6860923509053598
137,0,0.8695940275993825
138,1,0.8055626536420291
139,0,0.24636854666419272
140,1,0.3375952456250433
141,0,0.5085066343824249
142,1,0.5909622178798323
143,0,0.05389884268871481
144,0,0.40126391582539844
145,1,0.26022197192667496
146,0,0.10666526882232308
147,0,0.17914667773400084
148,1,0.1637358084399948
149,0,0.17554875245389723
150,1,0.2529741284343826
151,1,0.8156558619375237
152,1,0.4372281321304159
153,0,0.11178570938294952
154,0,0.9076767887359114
155,0,0.6337791277024933
156,0,0.6031152425038182
157,0,0.20637735797675416
158,1,0.8698052455564976
159,1,0.3857832180505387
160,0,0.1714592693108996
161,1,0.6219708325250854
162,0,0.7895727313550879
163,1,0.28349024168157333
164,0,0.5296574375064473
165,0,0.4049031584159035
166,1,0.6214731544590655
167,1,0.07876010904027753
168,0,0.8782096062667175
169,1,0.3943023206211329
170,1,0.7375411789055909
171,0,0.574936544297571
172,1,0.43878463446549276
173,1,0.9343653624799025
174,1,0.4136668261117793
175,1,0.04677553092631892
176,0,0.2967187372591894
177,1,0.22039654784077722
178,0,0.9114539351771508
179,1,0.4672871592330632
180,1,0.2825553821239234
181,1,0.5257494053799381
182,1,0.8247479374871424
183,0,0.6741319221101423
184,0,0.6938267000614836
185,0,0.0015714838974170142
186,0,0.24287000483944854
187,0,0.2816178658006736
188,1,0.21565623014684543
189,0,0.2528847697323646
190,0,0.35274769266963957
191,1,0.328983164987141
192,1,0.291791841341397
193,1,0.9178862874289098
194,1,0.01389245649086035
195,0,0.9655005578437741
196,1,0.9399220309322953
197,0,0.13912684538237985
198,1,0.16076369651416456
199,1,0.833019165735881
