Id,Type,Threshold
0,1,0.26428073359975934
1,1,0.6048917867879684
2,1,0.8618556328107527
3,1,0.3550793414213361
4,0,0.9877278814703926
5,0,0.2621359479630372
6,0,0.05116281156186664
7,0,0.17710249804535416
8,1,0.5692506080028603
9,0,0.24190290095225264
10,0,0.15723430481930822
11,0,0.6635648065446972
12,0,0.4184985745253099
13,0,0.9818769413591284
14,0,0.44336736219016615
15,0,0.2805408078694953
16,1,0.007317548261512985
17,0,0.5717258577798623
18,1,0.7920623279800223
19,1,0.17059568384260593
20,1,0.9978245316940558
21,1,0.4435593163880872
22,0,0.1504550508544038
23,0,0.9484239228126368
24,0,0.7555042562147534
25,1,0.49050866173358953
26,1,0.3834307499586759
27,0,0.1715227149128018
28,0,0.9295010477382296
29,1,0.0031684680336121485
30,0,0.08798873386124073
31,0,0.3521021753792295
32,1,0.8011080375233851
33,0,0.6946980876139459
34,1,0.6198729555498774
35,0,0.13160067286878874
36,1,0.933196146247815
37,1,0.6843577620666198
38,1,0.5638529177989225
39,0,0.25676539339572824
40,1,0.8604072768060176
41,1,0.8652108135895593
42,0,0.3490919414481495
43,0,0.6386032979362208
44,1,0.5110464599706207
45,0,0.9958777399061723
46,0,0.19786734453350396
47,0,0.8940642553277511
48,0,0.7584102045263748
49,1,0.9543136167466867
50,0,0.9764543839637913
51,0,0.39542676766291984
52,1,0.8623968788112534
53,0,0.8629665822322008
54,1,0.8574098959009159
55,0,0.3414415397580921
56,1,0.897790709093448
57,0,0.6729991901602315
58,1,0.38764203101635697
59,1,0.5223213483620656
60,0,0.9581687393600886
61,1,0.12425986687834079
62,1,0.3665766967970142
63,0,0.21598893928264906
64,0,0.7684447369520401
65,1,0.038440055176383714
66,1,0.8995182409619427
67,1,0.37766642583008314
68,0,0.9156172201990879
69,1,0.7200834333208249
70,1,0.16672422015695043
71,0,0.16051173897171622
72,1,0.04780949102290144
73,1,0.7341634832681144
74,1,0.08748758537198775
75,1,0.7625757799441886
76,0,0.24961222252726578
77,1,0.6412155918606892
78,0,0.49710113047681725
79,1,0.19242939487239918
80,0,0.6259470227674633
81,0,0.8360301785816651
82,1,0.04880822219697056
83,0,0.6051802450785047
84,0,0.3899918473649876
85,1,0.9348345367710413
86,0,0.4751253313966578
87,1,0.5173550557451962
88,1,0.5414914327245288
89,0,0.22251103694801788
90,1,0.8493247171638503
91,1,0.626672838890748
92,0,0.4150897240173198
93,1,0.2292451946483991
94,1,0.11661157025457347
95,1,0.7983808926236394
96,1,0.7733546037690907
97,0,0.713230356115418
98,0,0.9268171629905654
99,0,0.19410616278853166
100,1,0.7620477488335986
101,1,0.5231143752325244
102,0,0.8863111630301787
103,1,0.35750344303741155
104,0,0.4044991047121368
105,0,0.7808205529241568
106,1,0.2128427666655328
107,1,0.21039477771671244
108,0,0.8258501697317044
109,0,0.012388809743819396
110,1,0.29268728458365556
111,1,0.06594535474757823
112,0,0.4864059403153068
113,1,0.8886405575964577
114,0,0.7086605901828208
115,1,0.5054582876116673
116,1,0.6607262186954568
117,0,0.17654677441116085
118,1,0.7417962467172156
119,0,0.13124129793636385
120,1,0.24247429575525326
121,0,0.8105958760043696
122,1,0.8299421697700369
123,1,0.20556068683804718
124,1,0.31415545713207593
125,0,0.6850318969713375
126,0,0.4136608034897782
127,1,0.5507654491545972
128,1,0.2737397175376275
129,1,0.44211663784083366
130,0,0.8199182982133831
131,0,0.7872212168780502
132,0,0.9465649156032742
133,0,0.9375723059249116
134,1,0.5287995990484825
135,0,0.7715880880621334
136,1,0.8549556481458496
137,1,0.08079043311237777
138,0,0.7985999122279865
139,0,0.7046470433751374
140,0,0.941956361520968
141,1,0.36320099604937106
142,0,0.7587025675455811
143,1,0.22903304071124508
144,1,0.3581551266996672
145,0,0.0628525687060153
146,1,0.21233869883504064
147,1,0.24102303056319063
148,1,0.11470844640080202
149,0,0.8481601154410587
150,1,0.7237698811072433
151,1,0.3785935403734776
152,0,0.4479621445413159
153,1,0.17947631211539838
154,0,0.2479851950464168
155,0,0.48310579406726906
156,0,0.4973522555758553
157,0,0.7794109641183276
158,0,0.9068251293710278
159,0,0.22372562579131305
160,1,0.6285468159915611
161,1,0.9534593566015439
162,0,0.5880436270258922
163,0,0.7856512385144426
164,0,0.9572215167360723
165,1,0.9984483625371815
166,1,0.040465599188303836
167,1,0.6662737505021963
168,1,0.4684877875052955
169,1,0.893795130137705
170,1,0.8726831255589469
171,1,0.20868051001728583
172,1,0.7684157633897646
173,1,0.3691194639239258
174,1,0.6598441783518866
175,0,0.8889537492101603
176,1,0.4475651539642347
177,0,0.8907057787123883
178,1,0.421144971685788
179,0,0.5782910886217908
180,0,0.8954851787042348
181,0,0.4674108361927305
182,0,0.4368968624687988
183,0,0.5232614695265276
184,1,0.9265058773822893
185,1,0.7954104280668001
186,0,0.533344921829141
187,0,0.8264292559159001
188,1,0.8206406277842498
189,1,0.28169044640394414
190,0,0.27823690964147496
191,0,0.4852195539632387
192,1,0.44464730632593785
193,0,0.40696939220427775
194,1,0.3933634288440081
195,1,0.986699550172219
196,0,0.48253429772979006
197,1,0.773981994097342
198,1,0.8508348237745252
199,1,0.0786304476933054
