Id,Threshold,Type
0,0.4173377527909594,0
1,0.4981745566785504,0
2,0.718591657662799,0
3,0.5103222431554238,1
4,0.671196895677999,1
5,0.4430088614218004,1
6,0.6102407642395452,0
7,0.5389451650287083,1
8,0.33288828534534964,0
9,0.9000794704232821,1
10,0.6666234536328107,1
11,0.07373167091361954,0
12,0.8345818136645812,1
13,0.10285177009420399,0
14,0.05986704522723374,0
15,0.9870896030106264,1
16,0.267770519829145,1
17,0.1947317770592274,0
18,0.33616206715575936,1
19,0.24167115317147447,0
20,0.6602100066910024,0
21,0.6804304706603205,0
22,0.025313137813881337,0
23,0.9557835374549862,1
24,0.16018606181923967,0
25,0.9522052336302799,0
26,0.54588089218453,1
27,0.20170769993694682,1
28,0.9601468362893031,0
29,0.9391671700751184,1
30,0.4420024012710563,1
31,0.5540988295749967,1
32,0.8884708443028332,1
33,0.7451331466566637,1
34,0.0772753922494489,1
35,0.765381255881682,1
36,0.13166051594882322,0
37,0.3533990388435738,1
38,0.4159339850282039,0
39,0.5527251549274177,0
40,0.5814138687460721,1
41,0.10306314466650635,0
42,0.8550493027771049,0
43,0.3020748829978974,1
44,0.8428751068550547,1
45,0.9442946678489529,1
46,0.08652425833197275,1
47,0.05110307650482793,1
48,0.03098887042273757,1
49,0.44252784576033954,1
50,0.5527221706404096,0
51,0.5463048096498846,0
52,0.3205229529790439,0
53,0.023275610970640348,1
54,0.6120500164468138,1
55,0.6595444283352324,1
56,0.23620777353951228,0
57,0.392571157164867,0
58,0.14145680480225364,0
59,0.9769192950206392,0
60,0.8831090180422255,0
61,0.707443287721183,1
62,0.8090863928298043,1
63,0.9225975651793562,1
64,0.5309452996910146,1
65,0.804251663650034,0
66,0.26632753098146145,1
67,0.7502432276191435,0
68,0.3631636562394166,0
69,0.755287264784538,1
70,0.07974725136364114,0
71,0.18563984864926286,0
72,0.43006322761822413,1
73,0.777879727025098,0
74,0.9115347781497047,0
75,0.5980733010236925,1
76,0.09888849395521804,1
77,0.0652273010035318,1
78,0.24244934230894177,0
79,0.9769775636417389,1
80,0.5632412729293025,1
81,0.2204887015605208,1
82,0.8808115362299285,1
83,0.5480036136476918,1
84,0.23506578237777798,0
85,0.5653498406498337,0
86,0.6634027342387361,0
87,0.6774199193340916,1
88,0.12484876688721858,1
89,0.7524205298915896,0
90,0.1469574452566238,0
91,0.461647654628506,1
92,0.13039566029116223,1
93,0.14133009635829685,0
94,0.7238214366104027,0
95,0.6714672388594307,1
96,0.7215960304027813,1
97,0.5631626223964615,1
98,0.8259718365803175,0
99,0.7928417850800947,1
100,0.24985841452415292,0
101,0.9600057405118488,0
102,0.1869003001807118,0
103,0.09536861071580838,1
104,0.0061971234465061364,0
105,0.2592390333292749,0
106,0.3975130104406782,0
107,0.8167306034362493,0
108,0.2631115673792319,0
109,0.03819444472974687,0
110,0.8705109590332801,0
111,0.6015920641230338,0
112,0.03382738118250561,0
113,0.4407586710898158,1
114,0.23378531820040926,1
115,0.9564535098682472,0
116,0.30077389906112617,0
117,0.693658126454584,0
118,0.7744771922569235,1
119,0.9902261582647137,0
120,0.6383365408362414,0
121,0.5506765253810283,0
122,0.5190658911059793,0
123,0.8063787660273956,1
124,0.8762302326987973,0
125,0.1513231422069078,0
126,0.928212741237933,0
127,0.7702297546329003,1
128,0.14700913939977356,0
129,0.7557713950838435,1
130,0.6885536207594635,0
131,0.22895804714323642,0
132,0.517512169027266,1
133,0.1812242933745315,1
134,0.669840906673954,1
135,0.022675521561318357,1
136,0.4149879221523909,1
137,0.9250410890621222,0
138,0.41367320862396384,0
139,0.8373769419466871,0
140,0.3528267445283084,0
141,0.3342671730183614,1
142,0.7378122038376733,1
143,0.8809863247856604,0
144,0.8588306944936751,1
145,0.20496726300876988,1
146,0.8632262821623261,1
147,0.3453297826540187,0
148,0.42939036251546625,1
149,0.7458876801970555,0
150,0.888696399620928,0
151,0.2392753774848767,1
152,0.12417881045079249,1
153,0.8210782002270423,0
154,0.22364516931179035,0
155,0.3617260882103156,0
156,0.6519773543635825,0
157,0.3100859798121679,1
158,0.8458337939128026,1
159,0.8560853516098628,0
160,0.7567041212189726,0
161,0.42925076647569227,0
162,0.07910039905048794,0
163,0.7972356943890646,0
164,0.9700585581049193,0
165,0.5489271579506081,0
166,0.47262106119515435,0
167,0.05409679913412846,1
168,0.23677664695312928,0
169,0.6857515797422278,1
170,0.4927179693027103,0
171,0.0710408522206365,1
172,0.893307909163474,1
173,0.947484195342894,1
174,0.7688092870120582,1
175,0.7350069712724525,0
176,0.31401584715758013,0
177,0.1895339678029475,0
178,0.0875729283231067,1
179,0.5677702887279631,1
180,0.49717927683126517,1
181,0.09323038288063812,1
182,0.655256446945048,1
183,0.34356386702122077,1
184,0.11464060069171167,0
185,0.17225537446166694,1
186,0.6394688050866495,0
187,0.4074463400112873,1
188,0.5811913086189809,0
189,0.7540924893756706,1
190,0.7449140388537107,0
191,0.5826716655462303,0
192,0.5958313031170777,1
193,0.14679396139878131,1
194,0.4235157089416097,1
195,0.8774474034818589,1
196,0.7986216257963186,0
197,0.1021800777788574,0
198,0.9150264521416219,0
199,0.19372658332800508,0
200,0.3088109321796091,0
201,0.5409768471461066,0
202,0.282395182778582,1
203,0.32763496978614126,0
204,0.22395905604471422,0
205,0.21954050532245262,0
206,0.6036581756017693,0
207,0.5727674916458783,0
208,0.7788234963263814,0
209,0.09443921961581425,1
210,0.8260891641088176,1
211,0.4655939250267309,0
212,0.8868181231968667,1
213,0.6977767861024626,0
214,0.6102407653161557,0
215,0.9142081498590052,0
216,0.4286659246779386,0
217,0.09286644706523317,1
218,0.8475895819186349,1
219,0.13734664070314506,0
220,0.7518611066888927,1
221,0.13288257167221107,1
222,0.7429144114342648,1
223,0.7056187265188912,1
224,0.25040939980157184,1
225,0.20396203712913652,0
226,0.9343625280773779,0
227,0.8081277923683152,1
228,0.16150705094893647,0
229,0.6204140137427133,1
230,0.2438931646211936,1
231,0.3862506554374884,0
232,0.9856525841181685,1
233,0.3849362547494042,0
234,0.7816834517697913,1
235,0.5448638798939937,1
236,0.016042244120805238,1
237,0.9361607214783159,0
238,0.6248364489633728,1
239,0.18557107395615569,1
240,0.8166973452331316,0
241,0.13419934354646534,0
242,0.7280614089017763,1
243,0.9599325468751959,1
244,0.19043089618326559,0
245,0.5221146384985521,1
246,0.7925846090984061,1
247,0.5380122784332896,1
248,0.47381048259394754,0
249,0.7294977320500293,0
250,0.3770174336572518,1
251,0.540373830415608,1
