Id,Threshold,Type
0,-1.3581611522871417,1
1,0.5064628075036056,1
2,0.2223598032483924,1
3,0.6447787401438889,1
4,-0.9812357663644228,0
5,1.6665696807234913,0
6,0.13849214512270322,1
7,0.5756294507804307,0
8,-2.160085202865544,1
9,-0.40986691625384597,1
10,0.20963124938544284,1
11,0.4948932218700551,1
12,0.23518218943520078,0
13,-0.17013820789368322,0
14,1.6591755913137256,0
15,-0.713586339449985,1
16,0.33853651870808,0
17,-0.8823024752233739,0
18,0.7483486150442085,0
19,-0.12302174909392351,1
20,2.0862329061146547,1
21,0.40092979071168755,0
22,0.03258311675360074,0
23,-0.1529911293202462,1
24,0.6244721666499561,0
25,1.265610989211148,1
26,2.597634674936179,0
27,-0.3414614278635232,1
28,0.4669591289152112,1
29,-0.2570975343584638,1
30,1.018986800861147,1
31,-2.4434694706903115,1
32,-1.1513074844665916,0
33,-0.5116185976675548,0
34,0.31954592585314057,0
35,-0.8627339210157392,0
36,0.37314673649424046,0
37,-1.4651433536958405,0
38,-0.9228902886357954,1
39,-2.787372400066348,0
40,-0.3774886838056818,1
41,-0.6114767855571701,0
42,0.7651047258146128,0
43,-0.39429086431326604,1
44,-0.2886928005419209,0
45,1.6318469294663656,1
46,-1.6428401388771603,1
47,-0.7474897121954422,1
48,1.7055013056012684,0
49,-1.7354286464775701,0
50,-0.2697345481087996,0
51,-1.2901922754247914,0
52,0.16813284622997204,1
53,0.9650315037212759,1
54,-1.5541791281805786,1
55,-0.2142795719630489,0
56,1.7872364503251055,1
57,1.0112606102264405,0
58,-1.0192826515999625,0
59,0.022607626097976376,0
60,0.6164070441413512,0
61,1.4815002736676135,0
62,-1.7246402783352346,1
63,-0.755817721701408,0
64,0.9651648924108359,1
65,1.546217021828059,1
66,0.4025875935222019,1
67,1.261793420271417,1
68,-0.02169950593785943,1
69,-0.7995525687331182,1
70,0.8646783522182396,1
71,-1.4105086967711031,1
72,0.5550456368723798,1
73,-2.1299583311190755,0
74,-1.43837377564693,0
75,-0.23307924996441656,0
76,-1.1195210896746228,0
77,-0.4649825691183946,1
78,-1.9593405879674295,0
79,-0.07997050741776585,0
80,0.8770020366633392,0
81,0.43651821399995394,1
82,0.5735562697613161,1
83,-1.5512222075336017,1
84,0.6845706259400304,0
85,1.1275590091135466,0
86,0.4115280891314663,0
87,0.16853484619453354,0
88,-0.14552017021482877,1
89,1.0102416613579839,0
90,1.108025392045501,0
91,-1.1766130379748754,0
92,-0.9358218812702632,0
93,-0.8927590674684346,0
94,0.7348379110195353,0
95,0.6126701448125357,1
96,-0.24347126120052057,0
97,-1.775093846284562,0
98,0.7878360853841155,0
99,0.21895840574036946,0
100,0.34472625172912885,1
101,-1.4706871021663075,0
102,-0.6332521694758714,1
103,-0.4801175177129067,0
104,2.011077847049342,1
105,1.021557210175912,0
106,1.472312838892785,0
107,0.6511066094999006,0
108,0.45617243134822477,1
109,1.829986670419088,0
110,-1.9916644006231723,1
111,1.0467623554590557,1
112,-1.9598717645178672,1
113,-0.9973379428446353,0
114,-0.8972194825126392,1
115,-1.7970639235789372,1
116,0.8968562079231075,1
117,1.2468798315397047,0
118,-0.983847918024315,1
119,-0.31778317257037614,1
120,0.261578679527649,0
121,0.1246631267816071,0
122,1.3479318219138245,0
123,-0.7928942360321,0
124,0.5310415083941257,0
125,-0.9177533457507834,1
126,1.053221031817434,1
127,-0.4597608647806575,1
128,0.8195857464054013,1
129,1.7005174687333064,0
130,0.1897455387135081,1
131,0.15236012902969973,1
132,2.470159384619956,1
133,-0.4208067341851488,0
134,0.8583098212952806,1
135,-0.3831259840611691,1
136,0.9803350882087136,1
137,-1.6939391247117066,1
138,0.4408356011129004,1
139,1.8131308761179799,1
140,0.9971632927671751,1
141,-0.5707665656672966,0
142,-1.4169593534586689,0
143,1.7559801243769548,1
144,1.1711180321950885,1
145,-0.03145989587154179,1
146,-0.6186135387458914,1
147,-1.0318610827439096,1
148,0.08278074996229227,0
149,-1.2532332933916512,1
150,-0.7934195575505829,0
151,0.7316154534381227,1
152,-1.00596665426359,1
153,0.6210900785632083,1
154,1.0049671202575612,0
155,1.8963001731162057,1
156,-0.17582722988809868,1
157,0.8087645391059891,1
158,0.3326204987689953,0
159,0.7233735418082159,1
160,-0.6677766605432751,0
161,-0.39154654713336046,1
162,-0.3598278512182824,0
163,0.9175858445685766,0
164,-0.1285534447770448,0
165,1.819540514360703,1
166,-0.44359332403276414,0
167,-0.6499766406059386,0
168,1.1057600654593482,0
169,-1.3807575410278026,0
170,0.4027817823851655,1
171,-1.2186188065575165,0
172,0.4948949710606826,1
173,-0.37854314196111316,0
174,0.05371249931694784,1
175,-1.2388846754344895,0
176,-0.0001948173183239853,0
177,0.5568291522683753,0
178,-0.2575407026446616,0
179,-1.1015251610615866,0
180,0.7055692623921874,1
181,0.905635295517918,0
182,0.7220611829646496,1
183,0.2729775111771661,0
184,-0.14300637953227827,1
185,1.3232155160091192,0
186,-0.05998282340977756,0
187,-0.4727420722118614,0
188,0.1731710678017866,1
189,-0.7933880669665159,1
190,1.5095500597968938,1
191,-0.10503941463157573,1
192,1.2595729059346292,0
193,0.01612885209031141,1
194,0.43240581329119265,0
195,-0.4231868648473706,1
196,0.28622988852839565,1
197,0.6285136172013315,0
198,1.5576812476111574,0
199,0.45227094446832067,1
200,-0.046678577381821296,1
201,1.0354097370784938,1
202,-0.19037780830048182,1
203,0.2616462368697487,1
204,-0.14391310938523227,0
205,-0.9105035208682014,0
206,-0.3242549051185011,0
207,0.8840321479856474,0
208,0.7606456957695038,0
209,-0.5705387000865103,0
210,-0.9299894693595476,1
211,-0.8268160260494511,0
212,-0.29305964403383467,0
213,1.1303654934875718,1
214,-2.0662755251616285,0
215,-1.5896962912242365,1
216,-0.11656344551043506,0
217,0.7422512942695136,0
218,1.3354231239005763,1
219,0.12950732239229026,0
220,-0.5251091401246586,1
