Id,Type,Threshold
0,0,0.17944469403033336
1,1,0.778467616912473
2,1,0.3317894101815262
3,0,0.766704638778659
4,0,0.8672652630015126
5,1,0.07470569470666011
6,1,0.6621366461960292
7,1,0.4744853420194236
8,1,0.0886884595523495
9,1,0.41711758055441317
10,0,0.6368243210509481
11,0,0.020936833210714045
12,1,0.6705041581524545
13,0,0.5076369188860576
14,1,0.12340947595831697
15,0,0.5624476792406008
16,1,0.9746102776221203
17,1,0.1648125678896185
18,0,0.06670209203120225
19,0,0.8569326292770966
20,1,0.4303933346780151
21,1,0.05938561149316868
22,1,0.13389279165569068
23,1,0.2874749428793375
24,0,0.613192361793819
25,0,0.09089068569220615
26,0,0.665293144096083
27,0,0.16616444918807705
28,0,0.33713887584117186
29,1,0.07754962935417553
30,0,0.748892819379793
31,0,0.7470052930450052
32,0,0.21513343613823988
33,1,0.8130809430168853
34,0,0.8580214446323283
35,1,0.5201535218175499
36,0,0.7509176354804232
37,0,0.12013952109755177
38,0,0.3188700189573205
39,0,0.48726984356419634
40,0,0.2687403076393161
41,0,0.6573552972268054
42,0,0.5292316045477468
43,1,0.6699272070475073
44,1,0.1648282022063755
45,1,0.12789234312520115
46,0,0.7664530733594728
47,0,0.7790935107477137
48,0,0.4932085162740991
49,0,0.08061061759558497
50,0,0.70128312475412
51,1,0.0026169076388629087
52,1,0.7568329746524168
53,1,0.6757736033601175
54,1,0.6362602260883595
55,1,0.6892146378036225
56,0,0.5022797702484831
57,1,0.3002806719198443
58,0,0.8897340431450743
59,1,0.5213109632266245
60,0,0.517008850066548
61,1,0.7300412578320672
62,0,0.022986429280443477
63,0,0.7633251194263125
64,0,0.0223539699066162
65,0,0.6208929359996225
66,1,0.7068743179272517
67,1,0.9185350867718098
68,0,0.5345703070028918
69,0,0.7528474334896
70,1,0.7517194278593337
71,0,0.1745250776672863
72,1,0.3987066695750361
73,0,0.17395947152602476
74,0,0.3532055154143404
75,0,0.2509193287192705
76,0,0.6287112834343758
77,0,0.11337873159803669
78,0,0.2653748303601322
79,0,0.8562674434901711
80,1,0.2698517125076616
81,1,0.49407586447931073
82,1,0.868441328032138
83,0,0.5133955612372257
84,0,0.9929956420084871
85,1,0.2971066014195415
86,1,0.06911629871466729
87,0,0.6259485081766778
88,0,0.15806094380178215
89,1,0.5650781922991829
90,1,0.9091954577372452
91,0,0.551087395497607
92,1,0.9629751443947513
93,0,0.6979287760645985
94,0,0.002122034042941534
95,0,0.4838678742769801
96,1,0.8939866300076119
97,0,0.655075110349147
98,0,0.7707512409134843
99,0,0.6638447320065656
100,0,0.46866276439455856
101,0,0.929103958481035
102,1,0.7843577627783928
103,0,0.39490405799601536
104,1,0.8198427848443901
105,0,0.14559428111652206
106,1,0.13907096765245008
107,1,0.5847547846662928
108,0,0.11416124383317294
109,0,0.32519608542490785
110,1,0.1741060205891396
111,1,0.16107641627354286
112,0,0.12569952302495124
113,0,0.1859420622324639
114,1,0.21755414447748456
115,0,0.1635680138652862
116,0,0.2546841202323873
117,1,0.7699437669304434
118,0,0.9598159378633754
119,0,0.30123093083183217
120,0,0.9819326142140027
121,1,0.3413817898415489
122,0,0.36525923289955864
123,1,0.2757086925375756
124,1,0.031367408894723114
125,1,0.746466941105216
126,0,0.8446632796259321
127,0,0.5113795925135637
128,0,0.7214067263706522
129,0,0.18402415101107206
130,1,0.8396652539631476
131,0,0.5943626492608732
132,0,0.997029485161174
133,0,0.25590929204029167
134,0,0.32374449003302996
135,0,0.3565827605245927
136,0,0.7419117932320102
137,1,0.9486630628289414
138,1,0.5196387161304021
139,1,0.9666446465613526
140,1,0.8494235460292687
141,0,0.08005969898088183
142,1,0.0046447554067925445
143,0,0.6465857238397018
144,0,0.8302332610479661
145,0,0.3372498638155207
146,1,0.30835235138429906
147,1,0.3001388642415189
148,1,0.4013708310493054
149,1,0.4158769735270639
150,1,0.897776338254705
151,0,0.5989961063263806
152,0,0.13081671824256047
153,0,0.3678614834924584
154,0,0.41047742443794344
155,0,0.9760857833186578
156,1,0.32730860793972105
157,1,0.7797030389284431
158,1,0.5870731268115817
159,1,0.1895806183551494
160,0,0.23418479204970677
161,1,0.04441825887062556
162,0,0.10456886296589774
163,0,0.978243583891935
164,0,0.6983873456190124
165,1,0.6678980927264463
166,1,0.0690838211883924
167,0,0.6560501665266659
168,0,0.9118772194241951
169,0,0.05583265298282858
170,1,0.8191403030282121
171,0,0.8579286186974802
172,1,0.24579646683832768
173,1,0.552819684233461
174,0,0.5981295098663537
175,0,0.5141137504341202
176,1,0.7249301140407951
177,1,0.15544893044218044
178,0,0.9992790930451655
179,0,0.7317977382870463
180,1,0.7155917208121851
181,1,0.6641551006205509
182,0,0.9454250329940598
183,1,0.4305180337764275
184,1,0.5492807784995354
185,1,0.7251061771169169
186,0,0.3321464914975991
187,1,0.01814480790999695
188,0,0.7081055792817526
189,0,0.49618625567030694
190,0,0.9033435943085101
191,1,0.6527418846988832
192,1,0.2774524036116146
193,0,0.9489728033329966
194,1,0.5730077117484214
195,1,0.638094349552372
196,0,0.7262635047232622
197,0,0.643537830597578
198,0,0.5667741028326287
199,0,0.4406240114294556
