Id,Type,Threshold
0,0,0.8532623580224535
1,1,0.7009436241193598
2,0,0.6244731911848486
3,1,0.008822875075312764
4,1,0.3223812626845368
5,1,0.5386840109227246
6,0,0.5508012147221116
7,0,0.9351501843933452
8,1,0.9882766415648452
9,1,0.8957473536501187
10,0,0.580596327343479
11,1,0.6439384321273306
12,1,0.7082790155564909
13,1,0.20870694324296302
14,1,0.679892774090402
15,1,0.9297011697089331
16,0,0.09318391591804609
17,1,0.062395706367388226
18,0,0.5307589479406536
19,0,0.713432468327805
20,1,0.46904629517966845
21,1,0.4278046434746873
22,0,0.7395923906372366
23,0,0.002916976520491499
24,0,0.32873573442752846
25,1,0.9988976562849661
26,0,0.1090139982824575
27,1,0.8068059254639207
28,1,0.8548794646325693
29,1,0.47030614848242824
30,1,0.24612341451534114
31,1,0.10789131258518325
32,0,0.453494802961418
33,1,0.6854538678636851
34,1,0.8759727944348195
35,0,0.8174638167736478
36,1,0.5651294057909682
37,0,0.6381913579855191
38,0,0.48455755612400897
39,1,0.46848881499941575
40,0,0.6663127518424218
41,0,0.6099231987197543
42,1,0.2063206431194926
43,1,0.11458818714504171
44,0,0.29185045679255894
45,0,0.13214772950678977
46,1,0.8696957271826321
47,0,0.15790776683989038
48,0,0.10764270525971142
49,1,0.5106554228957675
50,1,0.9846144499777496
51,1,0.8016052835239146
52,0,0.34265348752044356
53,1,0.3855492966183254
54,0,0.9024725103831979
55,1,0.7232503019070657
56,1,0.10473017607352297
57,0,0.23000710565815152
58,1,0.42943697097175926
59,0,0.6477936853850026
60,1,0.2649624221609588
61,1,0.5294255236390308
62,1,0.40715684472748315
63,1,0.841612960709164
64,1,0.9270897443547363
65,0,0.8076062679399363
66,1,0.4878174148817369
67,0,0.23768846051547232
68,0,0.803316193447033
69,0,0.4502794542150659
70,1,0.41138302675091987
71,0,0.8702176295992616
72,1,0.6494931461639827
73,0,0.48099206441561193
74,1,0.5984711787858523
75,0,0.7502614483412559
76,0,0.7657467703359971
77,1,0.17330056606135813
78,1,0.2780775868573968
79,1,0.7404766481628094
80,1,0.3505703765164284
81,1,0.135400002401052
82,1,0.47690661312946336
83,0,0.6257810847556452
84,0,0.7512682638357017
85,1,0.4480245918102689
86,0,0.33886402460397635
87,1,0.47188952762021874
88,0,0.49238370609372784
89,0,0.18599520816680948
90,0,0.545474345253826
91,1,0.02217152455103466
92,1,0.07998671189911077
93,1,0.00926259974412369
94,0,0.7690113911235306
95,0,0.4344772746951254
96,1,0.2653981787790036
97,0,0.785290831280314
98,0,0.42510521577249427
99,1,0.12197789006435689
100,0,0.7020724211890372
101,1,0.5933306348624906
102,0,0.9066668952075793
103,1,0.8525575834477324
104,0,0.7111185292910442
105,0,0.4159598013921384
106,0,0.9967770015536637
107,0,0.6738475359698588
108,1,0.39691215144207825
109,1,0.4234422720355947
110,1,0.3325878953131498
111,0,0.6768895521776309
112,0,0.778397165961491
113,0,0.7734724342919086
114,1,0.7000830828022458
115,0,0.4097935902497112
116,0,0.44032095239478664
117,1,0.4093341643320402
118,0,0.18727236299972594
119,0,0.2245722123624757
120,1,0.22139849628675623
121,1,0.5652548805097781
122,1,0.9168219056513902
123,1,0.5318366465400121
124,0,0.22859136473387176
125,1,0.3734371758386048
126,0,0.272826360301081
127,0,0.8591376058145065
128,1,0.6337486383657929
129,0,0.4162447001429418
130,0,0.3587335279594821
131,0,0.9178569225119197
132,0,0.9238350773663211
133,1,0.44079185609124905
134,1,0.8368550157953664
135,0,0.5984220281085688
136,0,0.3268500035107412
137,1,0.6766368291609947
138,1,0.42620903491017403
139,1,0.14053084793285264
140,0,0.9178802987914206
141,0,0.2213268813584386
142,1,0.9725600002331058
143,0,0.1412689759090201
144,1,0.3814587082183849
145,1,0.5930040091123451
146,1,0.27346638458104156
147,0,0.1396878109933598
148,0,0.8437117858557277
149,0,0.5482665818905056
150,1,0.0722519435368052
151,1,0.36189306424901146
152,0,0.789006456157089
153,1,0.9051976389359521
154,1,0.3885274186553802
155,1,0.9945131528900515
156,0,0.4323185390411305
157,1,0.6555639007334826
158,0,0.02902839231060317
159,1,0.6321838704952778
160,1,0.3520811098048735
161,1,0.6057240501332325
162,0,0.19794775038451184
163,0,0.6144177676232477
164,0,0.586680285961277
165,0,0.42271200605909487
166,0,0.6373275433554836
167,1,0.22184005542186214
168,1,0.5713551705858858
169,0,0.7459692292323215
170,1,0.7931938817810066
171,0,0.6262019661100244
172,1,0.8012425413316704
173,1,0.4648470912508772
174,0,0.2625769557355455
175,0,0.13686319493758403
176,0,0.9893470836297542
177,1,0.5299148166066643
178,0,0.3187716487045007
179,1,0.8476313052296736
180,0,0.845338329941727
181,0,0.699538363925535
182,1,0.03796471432341786
183,1,0.372472994697267
184,0,0.17483222390347086
185,1,0.9625335785950596
186,0,0.3603204903320041
187,1,0.8448938711862957
188,1,0.5921818340497265
189,0,0.3984140043940986
190,0,0.5095882573282917
191,0,0.35193675344752917
192,0,0.5342181260925025
193,1,0.48166185669845674
194,1,0.24171194293513587
195,0,0.1748591228867148
196,1,0.5524007334071555
197,0,0.9682015961633677
198,0,0.43746863787257906
199,1,0.16795408909575293
