Id,Type,Threshold
0,1,0.14691349883414118
1,0,0.11337670309877668
2,0,0.18616485448844455
3,1,0.8977850378247756
4,0,0.22822247393094164
5,1,0.47259773811021266
6,1,0.7493779859652687
7,1,0.8058400407963453
8,0,0.8490281864834429
9,0,0.0005982949915783742
10,1,0.7789081514960015
11,0,0.30145895939799994
12,1,0.45229628498225427
13,1,0.803021790242435
14,1,0.8884437070446672
15,0,0.2952725862728527
16,0,0.1599359270421159
17,1,0.3085226136460514
18,0,0.11426742236735343
19,1,0.4840394058219921
20,0,0.21924501737231228
21,0,0.11521811598967635
22,1,0.9850500837563927
23,1,0.25584119266702376
24,0,0.5264294564799775
25,1,0.03864605293308876
26,1,0.11205890581919853
27,1,0.39003039390645433
28,1,0.5525400425741945
29,0,0.37623210483896796
30,1,0.41894757490308243
31,0,0.5092539501867797
32,0,0.3404947986258481
33,1,0.37164530527197714
34,0,0.01926894958634373
35,1,0.8833148194747417
36,1,0.6956846560514297
37,0,0.10487993145473695
38,1,0.952637399837528
39,1,0.61889129992222
40,1,0.9353038716258091
41,0,0.383818446752203
42,0,0.25421009407755957
43,0,0.07950970711867467
44,0,0.520225938516511
45,1,0.4589970538156992
46,1,0.9571072574429738
47,1,0.21801141861504136
48,1,0.4336969591718167
49,1,0.9731161503019564
50,1,0.744188951675661
51,0,0.47380867164349794
52,0,0.5346962796337811
53,0,0.38911339676533474
54,0,0.3783387469801913
55,0,0.09745654371858048
56,1,0.854256243765167
57,1,0.9307520911296149
58,1,0.06746517893259907
59,0,0.6236576900013027
60,0,0.8631666676228147
61,0,0.6758880289924503
62,1,0.7545794996820054
63,0,0.31284220420639597
64,1,0.04249055099379995
65,1,0.9794036089468869
66,1,0.926146337940058
67,0,0.8718682206076136
68,1,0.29872813048712155
69,0,0.5186024628423266
70,0,0.9060741507325859
71,0,0.6726528420258567
72,0,0.9110015403444216
73,0,0.5601003192749205
74,0,0.18713817919138864
75,1,0.2191666911277248
76,1,0.952616314123909
77,0,0.7591993553593487
78,1,0.057770556721193245
79,0,0.5667862650037993
80,0,0.946015046401487
81,0,0.19659837468527053
82,1,0.8060640811492101
83,0,0.06267321778140167
84,0,0.2971168836110969
85,1,0.7406122134533178
86,1,0.7372175595883438
87,1,0.8588371028195717
88,1,0.4999223207544711
89,1,0.8657147963570274
90,0,0.040926591472713714
91,1,0.5230163669294559
92,0,0.6766225680814113
93,1,0.6756036214655452
94,1,0.8095031062976711
95,0,0.4135723572767862
96,1,0.012475911113330906
97,1,0.12960052451615134
98,1,0.8016270490747455
99,1,0.0890394501910029
100,0,0.08111597498693957
101,0,0.09799225911432208
102,1,0.5697102996036634
103,1,0.7416609312242136
104,0,0.20189707617771124
105,0,0.8215016746784953
106,0,0.4514760187311073
107,0,0.20820251071131635
108,1,0.7873957686237772
109,0,0.9650790015732246
110,0,0.39007444007960845
111,1,0.2338815789660409
112,1,0.4598812032226366
113,0,0.287681379762885
114,0,0.5656224726387625
115,1,0.6974303509927331
116,1,0.40720314793967627
117,1,0.9516411585050422
118,1,0.4651727098942354
119,1,0.5218368982325589
120,0,0.3115338216875275
121,1,0.5450668560988654
122,0,0.8472522388884486
123,0,0.5298734474630408
124,0,0.06479859162246349
125,0,0.2901104309958019
126,0,0.23953007637822055
127,1,0.8734624576560152
128,0,0.536404868911445
129,0,0.8042435049421108
130,1,0.24755865832769264
131,0,0.015258518189015136
132,1,0.18817124651243533
133,0,0.7000857905821368
134,1,0.6931371418395567
135,0,0.7768449270956039
136,0,0.8117295617668593
137,0,0.05094381903674383
138,0,0.05911179369519859
139,1,0.5035206230529389
140,0,0.708785560740901
141,1,0.3305497155182776
142,1,0.516483604780927
143,0,0.8580689893403106
144,0,0.07639691534249915
145,1,0.1539080342683543
146,0,0.925188344985371
147,0,0.8829705852397879
148,1,0.10005526116897168
149,0,0.772043348431774
150,0,0.06324839709028074
151,1,0.10432061165096973
152,1,0.8166025519131213
153,1,0.04191805287723882
154,0,0.26267607007415505
155,0,0.2639686676549401
156,0,0.04438075767302141
157,0,0.5378222244852588
158,0,0.8879036701742217
159,1,0.7123431225046434
160,1,0.617110929412044
161,0,0.7858200408289753
162,0,0.05765933996194794
163,1,0.18230788063667314
164,1,0.22950330859438695
165,0,0.24482404446978223
166,0,0.7484648519001068
167,1,0.21044696300160992
168,0,0.868681977245647
169,1,0.4627078421388091
170,1,0.16135228867738804
171,1,0.7675762796632434
172,1,0.5755459213985185
173,0,0.625531042552585
174,1,0.9027505164185391
175,0,0.827010338496189
176,1,0.3928583778870821
177,0,0.9227432837308266
178,0,0.5918999341346708
179,0,0.6962898336309524
180,1,0.22021231689408116
181,1,0.7363055702484207
182,0,0.2881695374232729
183,0,0.5175557977625148
184,0,0.5614678892128838
185,1,0.17532293728963833
186,1,0.6074933559578832
187,0,0.7514113364777452
188,1,0.4719375592029028
189,0,0.5206090176342495
190,0,0.8952502906940323
191,0,0.27717722050808
192,1,0.23314506572469884
193,0,0.30057481440423317
194,1,0.4496237589374573
195,0,0.4575361983585917
196,1,0.6789846407622052
197,0,0.18311432978542674
198,0,0.06460362699103517
199,1,0.19521619675405177
