Id,Threshold,Type
0,0.6206181115089913,0
1,0.6585504940499273,0
2,0.25343662480935314,1
3,0.536177014318971,1
4,0.09428006097597452,0
5,0.39432597128381697,1
6,0.8640330422425713,0
7,0.5520508170506592,1
8,0.751937380797506,1
9,0.2968851868101309,0
10,0.2653964866812245,1
11,0.34028396774795344,0
12,0.2927862586605833,1
13,0.22277194684143842,1
14,0.2756898486507642,1
15,0.7681914535326106,1
16,0.35144975933932043,1
17,0.46640773472772823,0
18,0.4130012963276871,1
19,0.5697468172175403,0
20,0.8177266229511254,1
21,0.8154783189736672,0
22,0.3744268186898996,1
23,0.0920689541413473,0
24,0.7958617055983147,0
25,0.9327790706120145,1
26,0.5385481669606199,0
27,0.26896381920167944,1
28,0.6874464274354034,0
29,0.5696471401533373,0
30,0.1661993004067106,1
31,0.3556692915923898,0
32,0.35124943727390545,1
33,0.40744343648358716,1
34,0.9297193906448731,0
35,0.07730160499016636,0
36,0.7157330626726967,0
37,0.7527667307178019,0
38,0.22462111452546152,0
39,0.9532859196324757,1
40,0.6677367586847237,0
41,0.4640409455518515,0
42,0.22595405227871146,1
43,0.560108055125252,1
44,0.16637509638357606,1
45,0.937124177415855,1
46,0.41679199621714536,1
47,0.6209578774837445,0
48,0.0272756052573897,1
49,0.6060919369705922,0
50,0.19822365566103317,0
51,0.11822668795533298,0
52,0.9792276387476443,1
53,0.6336621764205093,1
54,0.09985666057395881,1
55,0.20766246833524615,0
56,0.5300583847012461,1
57,0.9377211341542651,1
58,0.5546882693261752,1
59,0.7407406704045899,1
60,0.3034924854568811,0
61,0.1815552186909425,1
62,0.9214100580715074,1
63,0.8361616872138742,1
64,0.5531171571039531,0
65,0.10883835621425075,1
66,0.40207124405624284,1
67,0.9740286355601274,0
68,0.6881586050244071,1
69,0.7175294334160774,0
70,0.12306313377082556,1
71,0.5534416598051031,0
72,0.9418438323536095,1
73,0.20987124931505197,1
74,0.02275301711537092,1
75,0.5375516067605213,0
76,0.33445347029548134,1
77,0.12393009537627331,0
78,0.6517393135755224,1
79,0.6737157592461404,1
80,0.5644335050143277,0
81,0.2714185490116595,0
82,0.9749169640528382,0
83,0.0202416304864923,0
84,0.13161600174036558,1
85,0.27539980959980537,0
86,0.831107392729871,0
87,0.22756586556050917,0
88,0.539181584779659,0
89,0.19519678158884923,1
90,0.4557828639526965,1
91,0.1797567832910928,1
92,0.46219434452507935,1
93,0.3944374291106951,1
94,0.7305614243167359,1
95,0.7882943466122261,1
96,0.2779843662673257,1
97,0.4140754173553205,0
98,0.3144220020490861,1
99,0.7750867586908122,0
100,0.6504033481929377,1
101,0.7701032890948329,1
102,0.8553592970976882,1
103,0.6272145922862854,0
104,0.33694591470434854,1
105,0.6553881411912329,0
106,0.5194777404521415,1
107,0.6026243965075584,0
108,0.6598548020697851,0
109,0.2571290907518857,0
110,0.37374942974295844,1
111,0.37533445666323684,1
112,0.6779165812173682,1
113,0.47171422669936214,0
114,0.3582621855154614,1
115,0.4573446059451094,0
116,0.06893726063461414,1
117,0.9524409171960675,0
118,0.47104284832136323,0
119,0.6813102592433339,0
120,0.8802697049460646,1
121,0.2767056046532952,0
122,0.4491318211899349,1
123,0.6049782069520633,1
124,0.3042629643095852,0
125,0.038659409653704846,1
126,0.9389553446452483,1
127,0.9289890210225218,1
128,0.05037357382835839,0
129,0.6371092793092862,1
130,0.3388647067873589,1
131,0.3235297056662423,0
132,0.7062884099749325,1
133,0.7357042732941305,0
134,0.5045365024678633,1
135,0.769185590946508,0
136,0.707356542391962,1
137,0.39543507396708977,1
138,0.7831764624075118,1
139,0.8043760907569171,0
140,0.04108322834344391,0
141,0.8643498556242162,0
142,0.8196558413862025,1
143,0.7954687067688505,0
144,0.159635824766038,0
145,0.03935928180792747,0
146,0.14856119145065583,1
147,0.8298826027046601,0
148,0.05218804432776003,1
149,0.7584104493071858,0
150,0.24068059117877882,1
151,0.820573891351227,1
152,0.8266281930559798,0
153,0.5711292589176084,1
154,0.7166831284375484,0
155,0.1453180415534574,1
156,0.7449249681979305,0
157,0.8510140925286813,1
158,0.149096834711277,1
159,0.28333476031505034,0
160,0.6812724592751532,1
161,0.7244111854309735,0
162,0.8240546838875226,1
163,0.7930741874229089,1
164,0.9064979479158961,0
165,0.9472289974818936,0
166,0.5156660296628058,1
167,0.688208040127935,0
168,0.7502612660717515,0
169,0.5767890626572245,0
170,0.7317897326838915,0
171,0.5740464206166002,0
172,0.18806985711850532,0
173,0.9186010763011865,1
174,0.034204000209293484,0
175,0.7877774457455113,0
176,0.21339264979744532,0
177,0.7457382378574349,1
178,0.6515422141207324,0
179,0.7717875851154327,0
180,0.9203528614323536,0
181,0.7101025314169243,1
182,0.20042841020179414,0
183,0.049253724083934136,0
184,0.03049226634765545,0
185,0.8025660675852426,0
186,0.836241187105512,0
187,0.5852426138458313,0
188,0.6506129143121464,1
189,0.05068128046682541,1
190,0.25312663327982377,1
191,0.2762198791429884,0
192,0.049842597933303034,0
193,0.4939657357625217,1
194,0.09653630884995479,1
195,0.110895251960893,0
196,0.21231805834844386,0
197,0.05714365374702246,1
198,0.5954227255136837,1
199,0.0986735606515664,1
200,0.16689721213418907,1
201,0.6530459157376546,1
202,0.7707612900071833,0
203,0.16152879269697107,0
204,0.5095016302149546,0
205,0.3456929351925092,0
206,0.9987247587880441,1
207,0.3488154038820098,0
208,0.6463802640624841,1
209,0.33962455394996716,1
210,0.24182115449651465,0
211,0.3415058501537328,0
212,0.619906530280072,0
213,0.23989467468251524,1
214,0.44737988848460886,0
215,0.06686130956214353,1
216,0.11768009770306376,0
217,0.8422532877305967,0
218,0.48893697619584375,1
219,0.5252952863093918,1
220,0.30530139455106975,0
221,0.7511891659955819,1
222,0.5488155790462892,0
223,0.04096666914325542,1
224,0.8411428384428024,0
225,0.8157770448421455,1
