Id,Type,Threshold
0,0.0,0.9738091963180515
1,0.0,0.9028814149791609
2,0.0,0.9829637713580012
3,0.0,0.7772587354828858
4,0.0,0.5873464447761423
5,0.0,0.07241787835284597
6,1.0,0.6260663969421729
7,1.0,0.0879622131286979
8,0.0,0.7990234431038509
9,1.0,0.2776624328087107
10,1.0,0.5665661453498838
11,0.0,0.761336795858864
12,1.0,0.35794961713753537
13,1.0,0.7160645180141564
14,0.0,0.8845410561490379
15,1.0,0.6036595244859971
16,1.0,0.047238325159648986
17,1.0,0.5309809468002755
18,0.0,0.9617120538960735
19,0.0,0.6735597025990265
20,1.0,0.24369527829605653
21,0.0,0.6358235543893159
22,0.0,0.7887461306157623
23,1.0,0.5326559662728111
24,1.0,0.08490795565379161
25,1.0,0.32326594806697895
26,1.0,0.8752523602241226
27,1.0,0.9001654913497524
28,1.0,0.21500440350849925
29,1.0,0.8545168809252757
30,1.0,0.02665468187577469
31,1.0,0.36534209688105157
32,0.0,0.1486927907020128
33,0.0,0.24971290252871825
34,0.0,0.8207864802237222
35,0.0,0.11311304220009433
36,1.0,0.6005912304080483
37,1.0,0.26609092995706984
38,0.0,0.8638266005196816
39,0.0,0.437063215780079
40,1.0,0.5713720756806011
41,1.0,0.20219277780879974
42,1.0,0.9553197134555147
43,0.0,0.34614307433812985
44,1.0,0.01349627902230599
45,1.0,0.6014759210554154
46,0.0,0.12264344549013617
47,1.0,0.0154586961608294
48,1.0,0.5257953541504135
49,0.0,0.845118109820124
50,0.0,0.9304119034437377
51,0.0,0.2907693898918474
52,0.0,0.9869343613396647
53,1.0,0.8968678350378655
54,0.0,0.22744258787331073
55,0.0,0.45511395345876826
56,0.0,0.040330049496440035
57,0.0,0.4324150784365929
58,0.0,0.09651672389686172
59,0.0,0.2011714471454139
60,1.0,0.813304805668042
61,0.0,0.6239747794621545
62,1.0,0.2774514898050353
63,0.0,0.17890155411025854
64,1.0,0.6123231680775811
65,0.0,0.7175887580560659
66,0.0,0.6357431385789645
67,0.0,0.12282853066006161
68,1.0,0.8712173126656492
69,0.0,0.1854187699973897
70,1.0,0.08403226750435344
71,0.0,0.4234962899477126
72,0.0,0.3998321849987546
73,1.0,0.2987394269732436
74,1.0,0.093753067560017
75,0.0,0.06050399835423259
76,0.0,0.5072946549340465
77,1.0,0.43999980897294255
78,0.0,0.497911349231688
79,0.0,0.41029690316289846
80,0.0,0.5993896825964158
81,1.0,0.5252036244609057
82,1.0,0.19416510677982557
83,1.0,0.6086352526144891
84,0.0,0.6624515758443255
85,0.0,0.7567191035965111
86,0.0,0.9774068843614043
87,1.0,0.11319418021492733
88,1.0,0.5508000039456479
89,1.0,0.7843174139558089
90,1.0,0.8264703126526074
91,0.0,0.958222670546007
92,0.0,0.3372895811467239
93,1.0,0.9359379361654045
94,0.0,0.502269504532988
95,1.0,0.6524491048376637
96,0.0,0.10601065924680841
97,0.0,0.8763955733120945
98,0.0,0.9063349484375113
99,1.0,0.35553006558364264
100,1.0,0.32886991448805625
101,0.0,0.4646296349287493
102,1.0,0.34983537947945653
103,1.0,0.6510116629329938
104,1.0,0.9850715983355436
105,1.0,0.6102281704525574
106,1.0,0.5597733519242144
107,1.0,0.2634507272096587
108,1.0,0.8831670089570673
109,0.0,0.8878914437607527
110,1.0,0.006654728789348918
111,0.0,0.19655590107134058
112,1.0,0.1486980464534915
113,1.0,0.09596686742038896
114,0.0,0.14347537014489542
115,1.0,0.9509135324250627
116,0.0,0.5868741452504426
117,0.0,0.07752061832307722
118,0.0,0.2752349210487637
119,1.0,0.8494163905839657
120,0.0,0.881440171345196
121,0.0,0.051058393517995126
122,0.0,0.6680096911114769
123,0.0,0.9862938578775736
124,0.0,0.06709429115058008
125,1.0,0.1550857792188911
126,1.0,0.17609371540501284
127,0.0,0.4221397915296369
128,0.0,0.5532472891404968
129,1.0,0.8873147713190581
130,1.0,0.00570121287171288
131,0.0,0.07412537926165663
132,1.0,0.8811252300628634
133,1.0,0.8913109399758782
134,1.0,0.2842171862319116
135,1.0,0.23143772511020877
136,0.0,0.2572318635145652
137,0.0,0.29798754909639547
138,1.0,0.9770678713919072
139,1.0,0.9052460957302418
140,1.0,0.6775389758406731
141,0.0,0.8286984041572361
142,0.0,0.3504912159436496
143,1.0,0.23181490110033232
144,0.0,0.5118085722517852
145,1.0,0.19012218559709504
146,0.0,0.4116431384062097
147,1.0,0.5427913917691788
148,0.0,0.8794646285228341
149,0.0,0.7464930439979279
150,0.0,0.6137142654775821
151,0.0,0.7384773262291834
152,1.0,0.9546910939991146
153,0.0,0.6846868502789096
154,1.0,0.6834811873995924
155,1.0,0.04809252315444679
156,0.0,0.3943414342414897
157,0.0,0.32426406894503224
158,0.0,0.4065007064460586
159,1.0,0.5610447106831029
160,1.0,0.03555198344536703
161,1.0,0.7996969959778192
162,1.0,0.5989887831443662
163,0.0,0.16050997761398544
164,0.0,0.2375307989540032
165,1.0,0.18525060110919578
166,1.0,0.9668608007599314
167,1.0,0.3635248824231694
168,1.0,0.03178943391028266
169,0.0,0.7866934048906292
