gamma,replicate,individual,out_degree,out_degree_initial,in_degree,in_degree_initial,same_type_adds,same_type_breaks,diff_type_adds,diff_type_breaks
0.6,0,0,199,199,194,199,0,0,0,0
0.6,0,1,199,199,190,199,0,0,0,0
0.6,0,2,189,199,189,199,0,3,0,7
0.6,0,3,189,199,187,199,0,4,0,6
0.6,0,4,197,199,192,199,0,2,0,0
0.6,0,5,187,199,189,199,0,5,0,7
0.6,0,6,190,199,189,199,0,4,0,5
0.6,0,7,196,199,186,199,0,0,0,3
0.6,0,8,199,199,194,199,0,0,0,0
0.6,0,9,196,199,195,199,0,2,0,1
0.6,0,10,199,199,192,199,0,0,0,0
0.6,0,11,195,199,188,199,0,2,0,2
0.6,0,12,199,199,191,199,0,0,0,0
0.6,0,13,190,199,186,199,0,4,0,5
0.6,0,14,199,199,193,199,0,0,0,0
0.6,0,15,199,199,190,199,0,0,0,0
0.6,0,16,199,199,189,199,0,0,0,0
0.6,0,17,196,199,191,199,0,2,0,1
0.6,0,18,199,199,192,199,0,0,0,0
0.6,0,19,199,199,185,199,0,0,0,0
0.6,0,20,199,199,188,199,0,0,0,0
0.6,0,21,189,199,190,199,0,6,0,4
0.6,0,22,199,199,188,199,0,0,0,0
0.6,0,23,199,199,190,199,0,0,0,0
0.6,0,24,192,199,191,199,0,0,0,7
0.6,0,25,199,199,186,199,0,0,0,0
0.6,0,26,118,199,193,199,0,49,0,32
0.6,0,27,195,199,187,199,0,2,0,2
0.6,0,28,119,199,190,199,0,36,0,44
0.6,0,29,176,199,187,199,0,3,0,20
0.6,0,30,197,199,192,199,0,1,0,1
0.6,0,31,199,199,189,199,0,0,0,0
0.6,0,32,195,199,183,199,0,3,0,1
0.6,0,33,198,199,193,199,0,1,0,0
0.6,0,34,197,199,188,199,0,2,0,0
0.6,0,35,199,199,193,199,0,0,0,0
0.6,0,36,197,199,187,199,0,1,0,1
0.6,0,37,187,199,196,199,0,6,0,6
0.6,0,38,199,199,194,199,0,0,0,0
0.6,0,39,199,199,187,199,0,0,0,0
0.6,0,40,170,199,187,199,0,12,0,17
0.6,0,41,198,199,180,199,0,1,0,0
0.6,0,42,199,199,186,199,0,0,0,0
0.6,0,43,193,199,193,199,0,4,0,2
0.6,0,44,199,199,187,199,0,0,0,0
0.6,0,45,199,199,185,199,0,0,0,0
0.6,0,46,197,199,191,199,0,0,0,2
0.6,0,47,199,199,183,199,0,0,0,0
0.6,0,48,197,199,187,199,0,2,0,0
0.6,0,49,199,199,188,199,0,0,0,0
0.6,0,50,198,199,190,199,0,1,0,0
0.6,0,51,199,199,195,199,0,0,0,0
0.6,0,52,195,199,189,199,0,1,0,3
0.6,0,53,158,199,188,199,0,17,0,24
0.6,0,54,199,199,186,199,0,0,0,0
0.6,0,55,198,199,190,199,0,0,0,1
0.6,0,56,197,199,191,199,0,0,0,2
0.6,0,57,199,199,188,199,0,0,0,0
0.6,0,58,188,199,191,199,0,6,0,5
0.6,0,59,130,199,191,199,0,30,0,39
0.6,0,60,199,199,190,199,0,0,0,0
0.6,0,61,196,199,185,199,0,2,0,1
0.6,0,62,198,199,187,199,0,1,0,0
0.6,0,63,167,199,191,199,0,12,0,20
0.6,0,64,199,199,190,199,0,0,0,0
0.6,0,65,198,199,186,199,0,0,0,1
0.6,0,66,199,199,183,199,0,0,0,0
0.6,0,67,199,199,194,199,0,0,0,0
0.6,0,68,197,199,190,199,0,1,0,1
0.6,0,69,178,199,188,199,0,8,0,13
0.6,0,70,199,199,184,199,0,0,0,0
0.6,0,71,133,199,192,199,0,37,0,29
0.6,0,72,153,199,190,199,0,18,0,28
0.6,0,73,199,199,185,199,0,0,0,0
0.6,0,74,199,199,189,199,0,0,0,0
0.6,0,75,110,199,188,199,0,47,0,42
0.6,0,76,199,199,191,199,0,0,0,0
0.6,0,77,199,199,185,199,0,0,0,0
0.6,0,78,116,199,190,199,0,51,0,32
0.6,0,79,199,199,190,199,0,0,0,0
0.6,0,80,199,199,180,199,0,0,0,0
